,comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location,item_stolen,item_category,location_name,latitude,longitude
302,An unknown subject took a secured electric scooter from the bike rack,Open,Theft,924 E. 57th St. (BSLC),10/6/25 13:22,,2025-10-06 13:24:00-05:00,10/6/25,Fall,25-01281,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062],e-scooter,Bikes & E-scooters,BSLC,41.79143109,-87.60311062
303,A person took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officers,Arrest,Theft,1554 E. 55th St. (Walgreens),10/6/25 10:44,,2025-10-06 10:45:00-05:00,10/6/25,Fall,25-01278,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
304,Window shattered and construction equipment taken from van parked on the street,Open,Theft,1131 E. 57th St. (Public Way),10/6/25 6:00 AM to 10:35 AM,,2025-10-06 10:39:00-05:00,10/6/25,Fall,25-01277,"1131 E 57th St, Chicago, Il, 60637",[ 41.79136831 -87.59832779],tools,Tools,Public Way,41.79136831,-87.59832779
305,A subject took a parcel from the front porch of an off-campus residence and was arrested by UCPD officer / Suspect also had an active warrant,Arrest,Theft,S. Drexel Ave. between E. 50th St. and E. 51st St. (Residential Porch),10/5/25 20:38,,2025-10-05 20:44:00-05:00,10/5/25,Fall,25-01274,"5020 South Drexel Avenue, Chicago, Il 60615",[ 41.802097  -87.6039139],package,Packages & Food delivery,Residential Porch,41.802097,-87.6039139
306,Unknown subject took and bag from rear porch of off-campus building / CPD case,CPD,Information / Theft,S. Kimbark Ave. between E. 53rd St. and E. 54th St.,10/4/25 5:00 PM to 6:00 PM,,2025-10-04 23:14:00-05:00,10/4/25,Fall,2025-052755,"5320 South Kimbark Avenue, Chicago, Il 60615-6160",[ 41.7988018 -87.5953313],bag,Bags,,41.7988018,-87.5953313
307,Unknown subject took bicycle from off-campus garage / Referred to CPD,Referred,Information / Theft,S. Blackstone Ave. between E. 56th St. and E. 57th St.,10/4/25 1:40,,2025-10-04 17:19:00-05:00,10/4/25,Fall,2025-052684,"5620 South Blackstone Avenue, Chicago, Il 60637-1828",[ 41.7926306 -87.5906713],bike,Bikes & E-scooters,,41.7926306,-87.5906713
308,Secured bicycle taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Bike Rack),10/3/25 11:00 AM to 8:00 PM,,2025-10-03 21:41:00-05:00,10/3/25,Fall,25-01259,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254],bike (secured),Bikes & E-scooters,Regenstein Bike Rack,41.79148537,-87.59815254
309,Secured bicycle taken from bike rack,Open,Theft,5800 S. Greenwood Ave. (Main Quad Bike Rack),10/3/25 3:00 PM to 7:00 PM,,2025-10-03 19:47:00-05:00,10/3/25,Fall,25-01257,"5800 South Greenwood Avenue, Chicago, Il 60637",[ 41.794205  -87.5996903],bike (secured),Bikes & E-scooters,Main Quad Bike Rack,41.794205,-87.5996903
310,iPad taken from victim's apartment off-campus / Referred to CPD,Referred,Information / Theft,5200 S. Blackstone Ave.,10/3/25 3:00 PM to 5:00 PM,,2025-10-03 19:04:00-05:00,10/3/25,Fall,2025-052436,"5200 S Blackstone Ave, Chicago, Il, 60615",[ 41.80093758 -87.59054887],ipad,Tech,,41.80093758,-87.59054887
311,Secured electric scooter taken from bike rack,Open,Theft,5500 S. University Ave. (Campus North RH Bike Rack),10/1/25 to 10/3/25 8:30 PM to 9:00 AM,,2025-10-03 13:38:00-05:00,10/3/25,Fall,25-01254,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ],e-scooter,Bikes & E-scooters,Campus North RH Bike Rack,41.79501825,-87.5981983
312,"Apple watch taken from unattended, unsecured gym bag",Open,Theft,5530 S. Ellis Ave. (Ratner A.C.),10/2/25 8:00 PM to 9:00 PM,,2025-10-02 22:23:00-05:00,10/2/25,Fall,25-01249,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],apple watch,Tech,Ratner A.C.,41.79444356,-87.60144801
313,A secured electric scooter was taken from the bike rack,Open,Theft,5747 S. Ellis Ave. (Jones Lab Bike Rack),10/2/25 12:20 PM to 5:00 PM,,2025-10-02 17:04:00-05:00,10/2/25,Fall,25-01246,"5747 S Ellis Ave, Chicago, Il, 60637",[ 41.79051653 -87.60120377],e-scooter,Bikes & E-scooters,Jones Lab Bike Rack,41.79051653,-87.60120377
314,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/2/25 13:50,,2025-10-02 13:53:00-05:00,10/2/25,Fall,2025-052120,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
315,Secured electric scooter taken from building handrail,Open,Theft,1118 E. 58th St. (Eckhart Hall),10/1/25 9:20 AM to 12:30 PM,,2025-10-01 13:48:00-05:00,10/1/25,Fall,25-01235,"1118 E 58th St, Chicago, Il, 60637",[ 41.78967746 -87.59703754],e-scooter,Bikes & E-scooters,Eckhart Hall,41.78967746,-87.59703754
316,Electric scooter secured to city street pole taken,Open,Theft,1127 E. 59th St. (Public Way),10/1/25 9:25 AM to 10:25 AM,,2025-10-01 10:43:00-05:00,10/1/25,Fall,25-01233,"1127 W 59th St, Chicago, Il, 60621",[ 41.78685281 -87.65290792],e-scooter,Bikes & E-scooters,Public Way,41.78685281,-87.65290792
317,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/1/25 8:35,,2025-10-01 08:37:00-05:00,10/1/25,Fall,2025-051820,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
318,An unknown suspect took victim's rented Divvy bike that was left unsecured and attended off-campus / Referred to CPD,Referred,Information / Theft,5459 S. Blackstone Ave. (Public Way),9/30/25 15:15,,2025-09-30 15:25:00-05:00,9/30/25,Fall,2025-051663,"5459 S Blackstone Ave, Chicago, Il, 60615",[ 41.79641227 -87.59028886],bike,Bikes & E-scooters,Public Way,41.79641227,-87.59028886
319,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),9/30/25 11:47,,2025-09-30 11:48:00-05:00,9/30/25,Fall,25-01230,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
320,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/28/25 13:45,,2025-09-28 16:13:00-05:00,9/28/25,Fall,2025-051179,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
321,"Credit and debit cards taken from unattended, unsecured bookbag",Open,Theft,900 E. 57th St. (Knapp Center),9/26/25 12:00 PM to 4:00 PM,,2025-09-27 12:02:00-05:00,9/27/25,Fall,25-01211,"900 E 57th St, Chicago, Il, 60637",[ 41.79142346 -87.60366292],credit card/wallet,"Wallet, Credit cards, Cash",Knapp Center,41.79142346,-87.60366292
322,An individual took merchandise from the off-campus store without paying / Suspect located and detained by UCPD / Management declined prosecution,Ex. Cleared,Theft,1554 E. 55th St. (Walgreens),9/27/25 7:05,,2025-09-27 07:10:00-05:00,9/27/25,Fall,25-01208,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
323,"Bank cards and ID taken from unattended, unsecured backpack left on desktop",Open,Theft,924 E. 57th St. (BSLC),9/26/25 10:00 AM to 5:15 PM,,2025-09-26 18:50:00-05:00,9/26/25,Fall,25-01201,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062],credit card/wallet,"Wallet, Credit cards, Cash",BSLC,41.79143109,-87.60311062
324,Wallet taken from restroom / Subsequent attempts of unauthorized use of bank card reported,Open,Theft,5730 S. Drexel Ave. (Comer Hospital),9/26/25 2:50 PM to 4:34 PM,,2025-09-26 17:14:00-05:00,9/26/25,Fall,25-01200,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506],credit card/wallet,"Wallet, Credit cards, Cash",Comer Hospital,41.79123843,-87.60381506
325,An unknown suspect took victim's wallet from the table in the off-campus restaurant and fled / Referred to CPD,Referred,Information / Theft,5200 S. Lake Park Ave. (McDonalds),9/26/25 10:35,,2025-09-26 10:42:00-05:00,9/26/25,Fall,2025-050582,"5200 S Lake Park Ave, Chicago, Il, 60615",[ 41.80096769 -87.58756061],credit card/wallet,"Wallet, Credit cards, Cash",McDonalds,41.80096769,-87.58756061
326,A phone holder was taken from a bicycle,Open,Theft,924 E. 57th St. (BSLC Bike Rack),9/24/25 7:55 PM to 5:00 PM,,2025-09-24 21:15:00-05:00,9/24/25,Fall,25-01188,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062],bike parts,Bikes & E-scooters,BSLC Bike Rack,41.79143109,-87.60311062
327,Window smashed in vehicle parked on the street off-campus and property taken / Referred to CPD,Referred,Information / Theft,5469 S. University Ave. (Public Way),9/23/25 to 9/24/25 6:00 PM to 6:25 AM,,2025-09-24 06:20:00-05:00,9/24/25,Fall,2025-050066,"5469 S University Ave, Chicago, Il, 60615",[ 41.79612855 -87.59802714],?,Unspecified - `Property`,Public Way,41.79612855,-87.59802714
328,"Unattended, unsecured purse taken from counter",Open,Theft,5656 S. Maryland Ave. (UCMED),9/23/2025  3:00 PM to 4:00 PM,,2025-09-23 16:48:00-05:00,9/23/25,Fall,25-01181,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],bag,Bags,UCMED,41.7921342,-87.60503297
329,Secured electric scooter taken from bike rack,Open,Theft,924 E. 57th St. (BSLC),9/23/25 1:00 PM to 2:00 PM,,2025-09-23 14:34:00-05:00,9/23/25,Fall,25-01177,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062],e-scooter,Bikes & E-scooters,BSLC,41.79143109,-87.60311062
330,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/22/25 17:05,,2025-09-22 17:19:00-05:00,9/22/25,Fall,2025-049561,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
331,Package delivered to the front entrance of off-campus building was taken by unknown person / Referred to CPD,Referred,Information / Theft,E. 56th St. between S. Kimbark Ave. and S. Kenwood Ave.,9/21/25 9:15 AM to 9:20 AM,,2025-09-21 10:38:00-05:00,9/21/25,Fall,2025-049316,"1312 E 56th St, Chicago, Il 60637",[ 41.79341   -87.5942178],package,Packages & Food delivery,,41.79341,-87.5942178
332,A subject took a victim's cell phone while on the sidewalk off-campus and fled / Suspect located and arrested by UCPD / Phone returned to owner,Arrest,Theft,5433 S. Drexel Ave. (Public Way),9/20/25 15:22,,2025-09-20 15:22:00-05:00,9/20/25,Fall,25-01166,"5433 S Drexel Ave, Chicago, Il, 60615",[ 41.79694413 -87.6037913 ],phone,Tech,Public Way,41.79694413,-87.6037913
333,An unknown subject distracted victim and took victim's cell phone and wallet from the table,Open,Theft,5751 S. Woodlawn Ave. (Plein Aire Caf�),9/10/25 2:45 PM to 2:50 PM,,2025-09-19 08:39:00-05:00,9/19/25,Fall,25-01158,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79007203 -87.59634796],"phone, credit card/wallet","Wallet, Credit cards, Cash",Plein Aire Caf�,41.79007203,-87.59634796
334,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/19/25 7:59,,2025-09-19 08:01:00-05:00,9/19/25,Fall,2025-048826,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
335,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/18/25 13:45,,2025-09-18 13:46:00-05:00,9/18/25,Fall,2025-048648,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
336,"An unattended, unsecured purse was taken from the back of a chair in the courtyard off-campus / Referred to CPD",Referred,Information / Theft,1554 E. 55th St. (S. Hyde Park Blvd. Shopping Center Court),9/16/25  9:00 AM to 10:20 AM,,2025-09-16 11:11:00-05:00,9/16/25,Fall,2025-048047,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],bag,Bags,S. Hyde Park Blvd. Shopping Center Court,41.79409491,-87.66382574
337,Secured electric scooter taken from bike rack,Open,Theft,5530 S. Ellis Ave. (Ratner Bike Rack),9/15/25 6:00 PM to 8:00 PM,,2025-09-16 10:09:00-05:00,9/16/25,Fall,25-01145,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801],e-scooter,Bikes & E-scooters,Ratner Bike Rack,41.79444356,-87.60144801
338,Electric scooter secured to bike rack was taken,Open,Theft,924 E. 57th St. (BSLC),9/15/25 16:15,,2025-09-15 20:25:00-05:00,9/15/25,Fall,25-01143,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062],e-scooter,Bikes & E-scooters,BSLC,41.79143109,-87.60311062
339,Subject took victim's wallet / Subsequent unauthorized use of credit cards reported / Referred to CPD,Referred,Information / Theft,5200 S. Lake Park Ave. (McDonalds),9/15/25 14:45,,2025-09-15 15:40:00-05:00,9/15/25,Fall,2025-047829,"5200 S Lake Park Ave, Chicago, Il, 60615",[ 41.80096769 -87.58756061],credit card/wallet,"Wallet, Credit cards, Cash",McDonalds,41.80096769,-87.58756061
340,Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/15/25 11:55,,2025-09-15 11:59:00-05:00,9/15/25,Fall,2025-047792,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
341,Wallet taken from book bag,Open,Theft,5835 S. Kimbark Ave. (Judd Hall),9/12/25 18:25,,2025-09-15 11:56:00-05:00,9/15/25,Fall,25-01140,"5835 S Kimbark Ave, Chicago, Il, 60637",[ 41.78899082 -87.59470167],credit card/wallet,"Wallet, Credit cards, Cash",Judd Hall,41.78899082,-87.59470167
342,Unknown person(s) entered vehicle parked on the street off-campus and took property / Referred to CPD,Referred,Information / Theft,1511 E. Hyde Park Blvd. (Public Way),9/13/25 7:50 PM to 10:10 PM,,2025-09-13 22:19:00-05:00,9/13/25,Fall,2025-047361,"1511 E Hyde Park Blvd, Chicago, Il, 60615",[ 41.80240632 -87.58869627],?,Unspecified - `Property`,Public Way,41.80240632,-87.58869627
343,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/13/25 16:20,,2025-09-13 16:22:00-05:00,9/13/25,Fall,2025-047289,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
344,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/112/25 4:20 PM,,2025-09-12 16:23:00-05:00,9/12/25,Fall,2025-046946,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574],merchandise,Merchandise,Walgreens,41.79409491,-87.66382574
345,Personal property taken from a locker,Open,Theft,5700 S. Maryland Ave. (CCD),3/5/25 to 6/27/25,,2025-09-12 12:47:00-05:00,9/12/25,Fall,25-01127,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721],?,Unspecified - `Property`,CCD,41.7903992,-87.60501721
346,An unknown subject took victim's wallet and phone from a table / Subsequent unauthorized use of credit cards reported / CPD case JJ409651,CPD,Information / Theft,5751 S. Woodlawn Ave. (Plein Aire Caf�),9/10/25 14:45,,2025-09-11 09:02:00-05:00,9/11/25,Fall,2025-046570,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79066421 -87.59636265],credit card/wallet,"Wallet, Credit cards, Cash",Plein Aire Caf�,41.79066421,-87.59636265
347,An unknown subject took victim's wallet from a table / Subsequent unauthorized use of credit card reported,Open,Theft,5751 S. Woodlawn Ave. (Plein Aire Caf�),9/10/25 14:05,,2025-09-11 08:48:00-05:00,9/11/25,Fall,25-01121,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79066421 -87.59636265],credit card/wallet,"Wallet, Credit cards, Cash",Plein Aire Caf�,41.79066421,-87.59636265
348,Bookbag taken / Subsequent unauthorized use of credit card reported,Open,Theft,5751 S. Woodlawn Ave. (Plein Air Caf�),9/10/25 3:30 PM to 4:00 PM,,2025-09-10 16:00:00-05:00,9/10/25,Fall,25-01118,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79066421 -87.59636265],bag,Bags,Plein Air Caf�,41.79066421,-87.59636265
349,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/10/25 10:40,,2025-09-10 10:42:00-05:00,9/10/25,Fall,2025-046302,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
350,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/9/25 17:20,,2025-09-09 17:24:00-05:00,9/9/25,Fall,2025-046060,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
351,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/9/25 16:40,,2025-09-09 16:50:00-05:00,9/9/25,Fall,2025-046055,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
352,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/9/25 7:00,,2025-09-09 07:01:00-05:00,9/9/25,Fall,2025-045946,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
353,Unknown person(s) took property from a vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft,5442 S. Dorchester Ave. (Public Way),9/7/25 to 9/8/25 11:00 AM to 7:00 AM,,2025-09-08 07:12:00-05:00,9/8/25,Fall,2025-045623,"5442 S Dorchester Ave, Chicago, Il, 60615",[ 41.79674252 -87.59179793],merchandise,Merchandise,Public Way,41.79674252,-87.59179793
354,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/7/25 11:00,,2025-09-07 11:02:00-05:00,9/7/25,Fall,2025-045451,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
355,Secured bicycle taken from bike rack,Open,Theft,5500 S. University Ave. (Campus North RH Bike Rack),9/6/25 2:00 PM to 6:00 PM,,2025-09-07 00:48:00-05:00,9/7/25,Fall,25-01111,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ],bike (secured),Bikes & E-scooters,Campus North RH Bike Rack,41.79501825,-87.5981983
356,"A subject was arrested for taking merchandise from the off-campus store without paying / Suspect arrested for an active warrant from Cook County, also",Arrest,Theft,1346 E. 53rd St. (Target),9/6/25 15:11,,2025-09-06 15:13:00-05:00,9/6/25,Fall,25-01108,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
357,A subject took merchandise from the off-campus store without paying / Subject located and arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),9/5/25 10:18,,2025-09-05 10:18:00-05:00,9/5/25,Fall,25-01104,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
358,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/4/25 17:50,,2025-09-04 17:53:00-05:00,9/4/25,Fall,2025-044700,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
359,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/4/25 17:20,,2025-09-04 17:22:00-05:00,9/4/25,Fall,2025-044697,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
360,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/4/25 16:40,,2025-09-04 16:42:00-05:00,9/4/25,Fall,2025-044692,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
361,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1526 E. 55th St. (Trader Joe's),9/4/25 14:05,,2025-09-04 14:07:00-05:00,9/4/25,Fall,2025-044666,"1526 E 55th St, Chicago, Il, 60615",[ 41.79545686 -87.58927653],merchandise,Merchandise,Trader Joe's,41.79545686,-87.58927653
362,A purse was taken from locker room in off-campus business / Referred to CPD,Referred,Information / Theft,1539 E. 53rd St.,9/3/25 17:30,,2025-09-03 18:39:00-05:00,9/3/25,Fall,2025-044388,"1539 E 53rd St, Chicago, Il, 60615",[ 41.79949886 -87.58771041],bag,Bags,,41.79949886,-87.58771041
363,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),9/3/25 18:00,,2025-09-03 18:09:00-05:00,9/3/25,Fall,2025-044385,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
364,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officers,Arrest,Theft,1554 E. 55th St. (Walgreens),9/3/25 9:55,,2025-09-03 09:55:00-05:00,9/3/25,Fall,25-01089,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
365,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1526 E. 55th St. (Trader Joe's),9/1/25 19:13,,2025-09-01 19:15:00-05:00,9/1/25,Fall,2025-043924,"1526 E 55th St, Chicago, Il, 60615",[ 41.79545686 -87.58927653],merchandise,Merchandise,Trader Joe's,41.79545686,-87.58927653
366,"During a verbal altercation, subject took victim's cell phone / Victim declined prosecution",Ex. Cleared,Theft,5300 S. Dorchester Ave. (Public Way),9/1/25 13:53,,2025-09-01 13:53:00-05:00,9/1/25,Fall,25-01078,"5300 S Dorchester Ave, Chicago, Il, 60615",[ 41.79945258 -87.59186287],phone,Tech,Public Way,41.79945258,-87.59186287
367,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),9/1/25 12:55,,2025-09-01 12:55:00-05:00,9/1/25,Fall,25-01077,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
368,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1554 E. 55th St. (Walgreens),9/1/25 12:50,,2025-09-01 12:51:00-05:00,9/1/25,Fall,25-01076,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
369,A subject took merchandise from the off-campus store without paying and was arrested by UCPD officer,Arrest,Theft,1346 E. 53rd St. (Target),9/1/25 10:50,,2025-09-01 10:53:00-05:00,9/1/25,Fall,25-01075,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
370,A person took merchandise from the off-campus store without paying / Suspect arrested by UCPD,Arrest,Theft,1346 E. 53rd St. (Target),8/29/25 16:14,,2025-08-29 16:14:00-05:00,8/29/25,Summer,25-01066,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
371,A person took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/29/25 15:24,,2025-08-29 15:24:00-05:00,8/29/25,Summer,2025-043001,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
372,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/28/25 16:15,,2025-08-28 16:17:00-05:00,8/28/25,Summer,2025-042702,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
373,A person took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officers,Arrest,Theft,1455 E. 57th St. (S. Harper Ave. Foods),8/27/25 17:27,,2025-08-27 17:28:00-05:00,8/27/25,Summer,25-01058,"1455 E 57th St, Chicago, Il, 60637",[ 41.79145286 -87.59010737],merchandise,Merchandise,S. Harper Ave. Foods,41.79145286,-87.59010737
374,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),8/27/25 16:30,,2025-08-27 16:34:00-05:00,8/27/25,Summer,2025-042415,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
375,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),8/26/25 21:40,,2025-08-26 21:43:00-05:00,8/26/25,Summer,2025-042172,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282],merchandise,Merchandise,Target,41.79955044,-87.59306282
376,An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1455 E. 57th St. (S. Harper Ave. Foods),8/26/25 18:45,,2025-08-26 18:47:00-05:00,8/26/25,Summer,2025-042117,"1455 E 57th St, Chicago, Il, 60637",[ 41.79145286 -87.59010737],merchandise,Merchandise,S. Harper Ave. Foods,41.79145286,-87.59010737
377,A subject took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD,Arrest,Theft,1554 E. 55th St. (Walgreens),8/26/25 13:25,,2025-08-26 13:25:00-05:00,8/26/25,Summer,25-01052,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456],merchandise,Merchandise,Walgreens,41.79529345,-87.58874456
378,Bicycle headlight was taken by unknown subject,Open,Theft,5656 S. Maryland Ave. (Parking Garage),8/22/25 5:50 AM to 5:55 PM,,2025-08-25 15:55:00-05:00,8/25/25,Summer,25-01049,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297],bike parts,Bikes & E-scooters,Parking Garage,41.7921342,-87.60503297
